destination_radar,homeport_destination_radar,tonnage,departure_fr,destination_fr,ship_id,ship_name,departure_action,destination_action,departure_out_date,destination_in_date,source_doc_id
France,France,28,Saint-Denis d'Oléron,Belle-Île-en-Mer,,Saint Antoine,Out,In,1789=01=17,1789>01>17,00340002
France,France,28,Saint-Denis d'Oléron,Belle-Île-en-Mer,,Saint Antoine,Out,In,1789=07=17,1789>07>17,00340003
France,France,30,Saint-Martin-de-Ré,Belle-Île-en-Mer,,Augustin,Out,In,1789=08=01,1789>08>01,00340004
Ports francs et petites îles,France,28,La Perrotine,Lorient,,Saint Louis,Out,In,1789<09<06,1789>09>08,00340005
France,France,30,La Perrotine,Belle-Île-en-Mer,,Auguste,Out,In,1789=10=31,1789>10>31,00340009
Europe,Europe,194,Marennes,Lübeck,,Argô,Out,In,1789=03=24,1789>03>24,00340033
Europe,Europe,190,Marennes,Lübeck,,Femme Jeanne l' Elizabeth,Out,In,1789=06=02,1789>06>02,00340034
Europe,Europe,195,Marennes,Lübeck,,Dame Emilie,Out,In,1789=06=22,1789>06>22,00340035
Local,Local,16,Saint-Martin-de-Ré,Les Sables-d'Olonne,,Deux Amis,Out,In,1789=07=11,1789>07>11,00340084
Grande-Bretagne,Grande-Bretagne,50,Rochefort,Waterford,,Expédition,Out,In,1789=08=14,1789>08>14,00340086
Local,Local,40,Rochefort,Taillebourg,,Quatre frères,Out,In,1789=03=12,1789>03>12,00340087
Local,Local,32,Rochefort,Saint-Savinien,,Saint Jacques,Out,In,1789=01=31,1789>01>31,00340094
Local,Local,25,Rochefort,Saint-Savinien,,Marie Madelaine,Out,In,1789=03=24,1789>03>24,00340096
France,France,18,La Rochelle,Le Croisic,,Marie Francoise,Out,In,1789=07=20,1789>07>20,00341540
Local,Local,3,Rochefort,île d'Oléron,,Suzanne,Out,In,1789=03=06,1789>03>06,00340126
Local,Local,13,Rochefort,île d'Oléron,,Marie Thérèse,Out,In,1789=12=12,1789>12>12,00340149
Local,Local,20,Ars-en-Ré,Ker Châlon,,Printemps,Out,In,1789=09=14,1789>09>14,00340307
Local,Local,28,Ars-en-Ré,Port-d'Envaux,,Saint Pierre,Out,In,1789=05=27,1789>05>27,00340325
France,France,15,La Rochelle,Le Croisic,,Sainte Anne,Out,In,1789=07=23,1789>07>23,00341544
Local,Local,28,Ars-en-Ré,Port-d'Envaux,,Marie Magdeleine,Out,In,1789=09=22,1789>09>22,00340327
Local,Local,6,Rochefort,Port-d'Envaux,,Princesse,Out,In,1789=01=31,1789>01>31,00340328
Local,Local,36,Rochefort,Port-d'Envaux,,Trois sœurs,Out,In,1789=07=07,1789>07>07,00340329
Local,Local,16,Rochefort,Port-d'Envaux,,Marie Margueritte,Out,In,1789=09=24,1789>09>24,00340334
Local,Local,14,La Rochelle,île d'Oléron,,Marthe,Out,In,1789=03=27,1789>03>27,00340798
Local,Local,20,La Rochelle,Ker Châlon,,Benigne,Out,In,1789=06=13,1789>06>13,00341887
Local,Local,20,La Rochelle,Ker Châlon,,Deux Freres,Out,In,1789=06=17,1789>06>17,00341889
Local,Local,20,La Rochelle,Ker Châlon,,Marie Marguérite,Out,In,1789=06=27,1789>06>27,00341891
Local,Local,20,La Rochelle,Ker Châlon,,Saint Pierre,Out,In,1789=07=03,1789>07>03,00341893
Local,Local,20,La Rochelle,Ker Châlon,,Benigne,Out,In,1789=07=10,1789>07>10,00341895
Local,Local,20,La Rochelle,Ker Châlon,,Francoise,Out,In,1789=07=11,1789>07>11,00341896
Local,Local,20,La Rochelle,Ker Châlon,,Elisabeth,Out,In,1789=07=15,1789>07>15,00341897
Local,Local,20,La Rochelle,Ker Châlon,,Saint Pierre,Out,In,1789=07=21,1789>07>21,00341899
Local,Local,20,La Rochelle,Ker Châlon,,Deux Amis,Out,In,1789=07=25,1789>07>25,00341900
Local,Local,20,La Rochelle,Ker Châlon,,Printemps,Out,In,1789=07=29,1789>07>29,00341902
Local,Local,20,La Rochelle,Ker Châlon,,Bénigne,Out,In,1789=07=30,1789>07>30,00341903
Local,Local,20,La Rochelle,Ker Châlon,,Deux Amis,Out,In,1789=08=19,1789>08>19,00341908
Local,Local,20,La Rochelle,Ker Châlon,,Deux Freres,Out,In,1789=10=03,1789>10>03,00341917
Local,Local,20,La Rochelle,Ker Châlon,,Marie Marguérite,Out,In,1789=10=08,1789>10>08,00341918
Local,Local,20,La Rochelle,Ker Châlon,,Heureux Commerce,Out,In,1789=11=04,1789>11>04,00341923
Local,Local,20,La Rochelle,Ker Châlon,,Deux Freres,Out,In,1789=11=26,1789>11>26,00341926
Local,Local,20,Rochefort,Ker Châlon,,Monsieur,Out,In,1789=03=31,1789>03>31,00341928
Europe,Local,5,Saint-Michel-en-l'Herm,pas mentionné,,Solide,Out,In,1789=09=26,1789>09>26,00342146
Europe,Local,2,Saint-Michel-en-l'Herm,pas mentionné,,Saint Nicolas,Out,In,1789=10=09,1789>10>09,00342154
Europe,Local,5,Saint-Michel-en-l'Herm,pas mentionné,,Charlotte,Out,In,1789=10=21,1789>10>21,00342162
Europe,Local,5,Saint-Michel-en-l'Herm,pas mentionné,,Aimable,Out,In,1789=10=15,1789>10>15,00342159
France,Local,60,Noirmoutier,Bordeaux,0004369N,Meilleur Espoir,Out,In,1789<05<09,1789>05>09,00341994
Europe,Local,5,Saint-Michel-en-l'Herm,pas mentionné,,Grand Hivert,Out,In,1789=10=22,1789>10>22,00342164
Europe,Local,5,Saint-Michel-en-l'Herm,pas mentionné,,Fils Unique,Out,In,1789=10=22,1789>10>22,00342165
France,Local,36,Rochefort,Bordeaux,0003788N,Nouvelle Esperance,Out,In,1789=07=01,1789>07>01,00333010
Europe,Local,5,Saint-Michel-en-l'Herm,pas mentionné,,Grand Hivert,Out,In,1789=11=17,1789>11>17,00342168
Europe,Local,5,Saint-Michel-en-l'Herm,pas mentionné,,Grand Hivert,Out,In,1789=12=04,1789>12>04,00342172
Ports francs et petites îles,Local,40,Saint-Gilles-sur-Vie,Bayonne,0004371N,Saint Pierre,Out,In,1789=12=14,1789>12>14,00339142
Europe,Local,5,Saint-Michel-en-l'Herm,pas mentionné,,Madelene,Out,In,1789=12=10,1789>12>10,00342174
France,Local,40,Marennes,Bordeaux,0006450N,Elizabeth,Out,In,1789=09=07,1789>09>07,00333775
Local,Local,22,Marennes,Marans,0006487N,Madeleine,Out,In,1789=04=10,1789>04>10,00339233
Local,Local,22,Marennes,Marans,0006487N,Marie Madelaine,Out,In,1789=05=08,1789>05>08,00339237
Local,Local,21,Marennes,Marans,0006487N,Marie Madelaine,Out,In,1789=08=14,1789>08>14,00339252
Local,Local,22,Marennes,Marans,0006487N,Marie Madelaine,Out,In,1789=09=11,1789>09>11,00339257
Local,Local,39,La Rochelle,Rochefort,0006492N,Saint Nicollas,Out,In,1789<12<01,1789>12>01,00332981
France,France,28,Noirmoutier,Nantes,0007034N,Zephir,Out,In,1789=04=23,1789>04>23,00337557
France,Local,29,Marennes,Bordeaux,0007080N,Petit Joseph,Out,In,1789=04=04,1789>04>04,00338839
France,Local,29,Marennes,Bordeaux,0007080N,Petit Joseph,Out,In,1789=05=14,1789>05>14,00338864
France,Local,28,Marennes,Bordeaux,0007080N,Petit Joseph,Out,In,1789=06=16,1789>06>16,00338880
France,Local,28,Marennes,Bordeaux,0007080N,Petit Joseph,Out,In,1789=07=27,1789>07>27,00338892
France,Local,30,Marennes,Bordeaux,0007080N,Petit Joseph,Out,In,1789=09=15,1789>09>15,00338929
France,France,28,Noirmoutier,Nantes,0007134N,Pelagie,Out,In,1789=04=28,1789>04>28,00337569
France,France,28,Noirmoutier,Nantes,0007188N,Perine,Out,In,1789=05=08,1789>05>08,00337583
Local,Local,15,La Rochelle,Saint-Martin-de-Ré,,Saint Pierre,Out,In,1789=02=23,1789>02>23,00340420
France,Local,42,Marennes,Bordeaux,0007676N,Jeanne Marie,Out,In,1789=01=22,1789>01>22,00338819
France,Local,43,Marennes,Bordeaux,0007676N,Jeanne Marie,Out,In,1789=05=22,1789>05>22,00338870
France,Local,40,Marennes,Bordeaux,0007676N,Jeanne Marie,Out,In,1789=07=29,1789>07>29,00338895
Local,Local,15,Saint-Martin-de-Ré,La Rochelle,0007677N,Lexpion,Out,In,1789=01=31,1789>01>31,00332706
Local,Local,30,La Rochelle,Marans,,Saint Michel,Out,In,1789=08=21,1789>08>21,00342109
Local,Local,10,La Rochelle,Marans,0009618N,Societé,Out,In,1789=04=18,1789>04>18,00342099
France,France,22,Marans,Bordeaux,0008438N,Marie Joseph,Out,In,1789=04=01,1789>04>01,00333754
France,Local,47,Marennes,Bordeaux,0008617N,Marie Victoire,Out,In,1789=08=04,1789>08>04,00338897
France,Local,47,Marennes,Bordeaux,0008617N,Marie Victoire,Out,In,1789=09=09,1789>09>09,00338921
France,Local,47,Marennes,Bordeaux,0008617N,Marie Victoire,Out,In,1789=11=05,1789>11>05,00338970
France,Local,48,Marennes,Bordeaux,0008617N,Marie Victoire,Out,In,1789=12=21,1789>12>21,00338998
France,Local,23,Marans,Bordeaux,0009432N,Don de Dieu,Out,In,1789=01=31,1789>01>31,00334969
Local,Local,10,La Rochelle,Ribérou,0009618N,Societé,Out,In,1789=02=13,1789>02>13,00340627
France,Local,32,Marennes,Bordeaux,0009635N,Saint Chartes,Out,In,1789=02=10,1789>02>10,00338822
France,Local,28,Marennes,Bordeaux,0009635N,Saint Charles,Out,In,1789=07=28,1789>07>28,00338893
France,Local,23,Marans,Bordeaux,0009671N,Marie Anne,Out,In,1789=01=29,1789>01>29,00334964
Local,Local,9,Soubise,La Rochelle,0009687N,Francoise,In-Out,In,1789=10=09,1789>10>09,00333742
France,France,62,La Rochelle,Abbeville,,Postillon,Out,In,1789=03=02,1789>03>02,00342126
Local,Local,30,La Rochelle,Marans,,Deux Amis,Out,In,1789=08=21,1789>08>21,00342108
France,France,28,Rochefort,Bordeaux,,Espérance,Out,In,1789=03=26,1789>03>26,00333028
France,Local,54,Rochefort,Bordeaux,,Providence,Out,In,1789=08=18,1789>08>18,00333037
France,Local,36,Rochefort,Bordeaux,,Victoire,Out,In,1789=08=24,1789>08>24,00333038
France,Local,32,Rochefort,Bordeaux,,Victoire,Out,In,1789=04=21,1789>04>21,00333040
Local,Local,20,Saint-Martin-de-Ré,La Rochelle,,Françoise,Out,In,1789=05=13,1789>05>13,00333371
Local,Local,18,Marans,Rochefort,,Saint Jacques,Out,In,1789=11=25,1789>11>25,00333672
France,Local,28,Marans,Bordeaux,,Saint Jacques,Out,In,1789=10=16,1789>10>16,00333761
France,Local,55,Marans,Bordeaux,,Deux Sœurs,Out,In,1789=10=17,1789>10>17,00333762
France,France,50,Marennes,Bordeaux,,Marie Louise,Out,In,1789=10=14,1789>10>14,00333778
France,France,103,Marennes,Saint-Malo,,Suzanne,Out,In,1789=12=04,1789>12>04,00340441
Ports francs et petites îles,France,25,Saint-Martin-de-Ré,Lorient,,Sebastin,Out,In,1789=08=29,1789>08>29,00336251
Local,France,9,La Perrotine,La Rochelle,,Sainte Barbe,Out,In,1789=04=09,1789>04>09,00336270
Local,France,97,Saint-Martin-de-Ré,La Rochelle,,Saint Pierre,Out,In,1789=10=31,1789>10>31,00336299
Local,Local,15,Marans,Ars-en-Ré,,Ange Gabriel,Out,In,1789=03=13,1789>03>13,00336831
Local,France,27,Marennes,Rochefort,,Renommée,Out,In,1789=06=04,1789>06>04,00337193
Local,Local,50,La Rochelle,Rochefort,0004179N,Deux Cousins,Out,In,1789=02=18,1789>02>18,00340552
France,France,35,Noirmoutier,Nantes,,Jeune Bonne Nouvelle,Out,In,1789=03=26,1789>03>26,00337532
France,France,30,Noirmoutier,Nantes,,Jeanne Bonne Nouvelle,Out,In,1789=04=08,1789>04>08,00337541
France,France,28,Noirmoutier,Nantes,,Pierre Marie,Out,In,1789=07=11,1789>07>11,00337626
France,Local,17,Noirmoutier,Nantes,,Béliser,Out,In,1789=04=11,1789>04>11,00337555
France,France,25,Noirmoutier,Nantes,,Irondelle,Out,In,1789=04=25,1789>04>25,00337562
France,France,28,Noirmoutier,Nantes,,Marie Joseph,Out,In,1789=04=25,1789>04>25,00337564
France,France,28,Noirmoutier,Nantes,,Marie Susanne,Out,In,1789=05=08,1789>05>08,00337584
France,France,28,Noirmoutier,Nantes,,Belle Poule,Out,In,1789=06=06,1789>06>06,00337608
France,France,28,Noirmoutier,Nantes,,Sainte Anne,Out,In,1789=06=23,1789>06>23,00337614
France,France,28,Noirmoutier,Nantes,,Sainte Anne,Out,In,1789=06=23,1789>06>23,00337615
France,France,20,Noirmoutier,Nantes,,Marie Anne,Out,In,1789=06=26,1789>06>26,00337618
France,France,28,Noirmoutier,Nantes,,Belle Poule,Out,In,1789=07=09,1789>07>09,00337620
Local,Grande-Bretagne,176,Rochefort,Saint-Martin-de-Ré,,Véronique,Out,In,1789=05=13,1789>05>13,00340408
France,France,116,Marennes,Le Havre,,Aventurier,Out,In,1789=07=27,1789>07>27,00338068
France,Local,62,Marennes,Gravelines,,Margueritte,Out,In,1789=09=29,1789>09>29,00338121
France,Local,28,Marennes,Bordeaux,,Saint Antoine,Out,In,1789=01=12,1789>01>12,00338812
France,Local,56,Marennes,Bordeaux,,Deux Sœurs,Out,In,1789=01=21,1789>01>21,00338817
France,Local,52,Marennes,Bordeaux,,Deux Sœurs,Out,In,1789=04=04,1789>04>04,00338840
France,Local,43,Marennes,Bordeaux,,Amitié,Out,In,1789=04=20,1789>04>20,00338846
France,Local,20,Marennes,Bordeaux,,Saint Paul,Out,In,1789=07=08,1789>07>08,00338888
France,Local,45,Marennes,Bordeaux,,Amitié,Out,In,1789=07=10,1789>07>10,00338889
France,Local,27,Marennes,Bordeaux,,Saint Paul,Out,In,1789=08=27,1789>08>27,00338910
France,France,50,Marennes,Bordeaux,,Marie Louise,Out,In,1789=08=27,1789>08>27,00338911
France,Local,29,Marennes,Bordeaux,,Marie Brigitte,Out,In,1789=08=28,1789>08>28,00338914
France,France,44,Marennes,Bordeaux,,Bretagne,Out,In,1789=09=09,1789>09>09,00338922
France,France,43,Marennes,Bordeaux,,Saint Jean Baptiste,Out,In,1789=09=23,1789>09>23,00338940
France,Local,28,Marennes,Bordeaux,,Coutiche,Out,In,1789=10=02,1789>10>02,00338943
France,Local,27,Marennes,Bordeaux,,Sainte Anne,Out,In,1789=10=02,1789>10>02,00338945
France,Local,38,Marennes,Bordeaux,,Geneviéve,Out,In,1789=10=02,1789>10>02,00338947
Local,Local,32,La Rochelle,Rochefort,,Saint Pierre,Out,In,1789=08=27,1789>08>27,00340597
France,Local,36,Marennes,Bordeaux,,Saint Léonard,Out,In,1789=10=19,1789>10>19,00338950
France,Local,47,Marennes,Bordeaux,,Cathérinne,Out,In,1789=10=23,1789>10>23,00338953
France,Local,25,Marennes,Bordeaux,,La Marie Anne,Out,In,1789=10=26,1789>10>26,00338957
France,France,36,Marennes,Bordeaux,,Bretagne,Out,In,1789=10=30,1789>10>30,00338963
France,Local,29,Marennes,Bordeaux,,Saint Antoine,Out,In,1789=10=31,1789>10>31,00338966
France,Local,31,Marennes,Bordeaux,,Saint Charles,Out,In,1789=11=04,1789>11>04,00338969
France,Local,53,Marennes,Bordeaux,,Elizabéth,Out,In,1789=11=14,1789>11>14,00338973
France,France,33,Marennes,Bordeaux,,Jeune Marie,Out,In,1789=11=23,1789>11>23,00338979
France,Local,87,Marennes,Bordeaux,,Bristol,Out,In,1789=12=05,1789>12>05,00338988
France,Local,29,Marennes,Bordeaux,,Saint Luc,Out,In,1789=12=09,1789>12>09,00338989
France,Local,12,Les Sables-d'Olonne,Bordeaux,,Union,Out,In,1789=04=10,1789>04>10,00339011
Local,Local,22,Marennes,Marans,,Saint Nicolas,Out,In,1789=02=10,1789>02>10,00339225
Local,Local,26,Marennes,Marans,,Deux Freres,Out,In,1789=03=20,1789>03>20,00339230
Local,Local,17,Marennes,Marans,,Saint Pierre,Out,In,1789=04=16,1789>04>16,00339235
Local,Local,20,Marennes,Marans,,Deux sœurs,Out,In,1789=05=09,1789>05>09,00339239
Local,Local,22,Marennes,Marans,,Saint Nicolas,Out,In,1789=07=10,1789>07>10,00339245
Local,Local,22,Marennes,Marans,,Saint Nicolas,Out,In,1789=08=29,1789>08>29,00339255
Local,Local,20,Marennes,Marans,,Saint Nicolas,Out,In,1789=11=27,1789>11>27,00339278
Local,Local,13,Marennes,Marans,,Marie Elizabeth,Out,In,1789=11=28,1789>11>28,00339279
Local,Local,15,Marennes,Marans,,Confiance en Dieu,Out,In,1789=12=11,1789>12>11,00339286
Local,Local,23,Marennes,Marans,,Saint Pierre,Out,In,1789=12=16,1789>12>16,00339288
Local,France,22,Saint-Martin-de-Ré,La Rochelle,,Le Port,Out,In,1789=09=14,1789>09>14,00339449
France,France,75,La Rochelle,Nantes,,Deux Cousins,Out,In,1789=04=09,1789>04>09,00340913
Local,France,15,Marennes,La Rochelle,,Saint Pierre,Out,In,1789=08=04,1789>08>04,00339463
Local,Local,20,La Flotte-en-Ré,La Rochelle,,Françoise,In-Out,In,1789=01=22,1789>01>22,00339466
Ports francs et petites îles,France,27,Marennes,Lorient,,Aimable Louise,Out,In,1789=10=19,1789>10>19,00339881
France,Local,55,Rochefort,Cherbourg,,Bien Aimé,Out,In,1789=02=21,1789>02>21,00339942
France,Local,50,Marans,Bordeaux,0001968N,Hazard,Out,In,1789=01=31,1789>01>31,00333718
France,Local,58,Marennes,Bordeaux,0001968N,Hazard,Out,In,1789=03=30,1789>03>30,00338833
France,Local,57,Marennes,Bordeaux,0001968N,Hazard,Out,In,1789=10=31,1789>10>31,00338965
Local,France,32,La Rochelle,Rochefort,,Marie,Out,In,1789=09=01,1789>09>01,00340598
Local,Local,22,Marennes,Marans,0003725N,Saint Nicolas,Out,In,1789=05=12,1789>05>12,00339240
Local,Local,45,Rochefort,La Rochelle,0003681N,Marie Thérèse,Out,In,1789=01=29,1789>01>29,00337074
France,Local,45,Rochefort,Bordeaux,0003681N,Marie Thérèse,Out,In,1789=04=10,1789>04>10,00337225
France,Local,36,Rochefort,Brest,0003788N,Nouvelle Esperance,Out,In,1789=12=03,1789>12>03,00340019
France,Local,50,Rochefort,Bordeaux,0004179N,Deux cousines,Out,In,1789=03=12,1789>03>12,00333027
France,Local,50,Rochefort,Bordeaux,0004179N,Deux cousines,Out,In,1789=06=09,1789>06>09,00333043
France,Local,66,Marennes,Bordeaux,0004179N,Deux Cousines,Out,In,1789=11=02,1789>11>02,00338968
Local,Local,17,Saint-Martin-de-Ré,La Rochelle,0006325N,Julie,Out,In,1789=09=03,1789>09>03,00336297
Local,Local,10,Rochefort,La Rochelle,0006325N,Julie,Out,In,1789=12=11,1789>12>11,00340236
France,Local,35,Marennes,Bordeaux,0006450N,L' Elisabeth,Out,In,1789=02=23,1789>02>23,00338823
France,Local,40,Marennes,Bordeaux,0006450N,Elizabeth,Out,In,1789=10=23,1789>10>23,00338952
France,Local,22,Marans,Bordeaux,0006487N,Marie Magdeleine,Out,In,1789=03=27,1789>03>27,00334999
France,Local,31,Marennes,Bordeaux,0006729N,Esperance en Dieu,Out,In,1789=09=07,1789>09>07,00338919
France,France,62,La Rochelle,Abbeville,,Postillon,Out,In,1789=06=08,1789>06>08,00342128
France,Local,28,Marennes,Bordeaux,0007080N,Petit Joseph,Out,In,1789=01=22,1789>01>22,00338818
France,Local,29,Marennes,Bordeaux,0007080N,Petit Joseph,Out,In,1789=12=18,1789>12>18,00338993
France,France,28,Noirmoutier,Nantes,0007134N,Pelagie,Out,In,1789=04=08,1789>04>08,00337538
France,France,90,La Rochelle,Abbeville,,Prince de Calais,Out,In,1789=09=11,1789>09>11,00342129
France,France,28,Noirmoutier,Nantes,0008759N,Saint Anne,Out,In,1789=04=28,1789>04>28,00337568
Local,Local,18,Marennes,Marans,0009432N,Don de Dieu,Out,In,1789=03=27,1789>03>27,00339232
Local,Local,24,Marennes,Marans,0009432N,Don de Dieu,Out,In,1789=10=26,1789>10>26,00339266
Local,Local,22,Marennes,Marans,0009432N,Don de Dieu,Out,In,1789=12=21,1789>12>21,00339289
Local,France,24,Saint-Martin-de-Ré,Marans,0009537N,Sainte Anne,Out,In,1789=07=25,1789>07>25,00337226
Local,Local,10,La Rochelle,Ribérou,0009687N,Francoise,Out,In,1789=02=04,1789>02>04,00340625
Local,Local,15,Marennes,Marans,0009671N,Marianne,Out,In,1789=12=11,1789>12>11,00336672
Local,Local,9,Soubise,La Rochelle,0009687N,Francoise,In-Out,In,1789=10=15,1789>10>15,00333743
Local,Local,16,Marennes,Marans,0009687N,Françoise,Out,In,1789=11=21,1789>11>21,00339276
Local,France,4,Saint-Martin-de-Ré,Marans,0010484N,Saint Louis,Out,In,1789=08=14,1789>08>14,00339447
France,Local,55,Rochefort,Bordeaux,,Bien Aimée,Out,In,1789=08=03,1789>08>03,00332734
France,Local,36,Rochefort,Bordeaux,,Saint André,Out,In,1789=04=18,1789>04>18,00333039
France,Local,39,Rochefort,Bordeaux,,Marie Théophile,Out,In,1789=05=02,1789>05>02,00333041
Ports francs et petites îles,France,25,Ribérou,Lorient,,Port,Out,In,1789=01=22,1789>01>22,00333449
France,Local,26,Rochefort,Bordeaux,,Marie Madelaine,Out,In,1789=05=07,1789>05>07,00333542
Local,Local,105,La Rochelle,Les Sables-d'Olonne,,Jeune Printems,Out,In,1789=01=10,1789>01>10,00340460
France,France,14,Marans,Bordeaux,,Saint Pascal,Out,In,1789=10=10,1789>10>10,00333760
France,France,30,Marans,Bordeaux,,Saint Alexandre,Out,In,1789=10=10,1789>10>10,00333788
Local,Local,18,Marans,Rochefort,,Saint Jacques,Out,In,1789=12=23,1789>12>23,00334880
Local,Local,17,Marans,Marennes,,Saint Pierre,Out,In,1789=04=09,1789>04>09,00334921
Local,Local,17,Marans,Marennes,,Saint Pierre,Out,In,1789=04=22,1789>04>22,00334922
France,Local,35,Marans,Bordeaux,,Trois cousines,Out,In,1789=03=23,1789>03>23,00334996
France,Local,60,Rochefort,Bordeaux,,Margueritte,Out,In,1789=07=29,1789>07>29,00335040
Local,Local,55,La Flotte-en-Ré,Rochefort,,Elizabeth,In-Out,In,1789=08=03,1789>08>03,00336070
Local,France,45,Saint-Martin-de-Ré,La Rochelle,,Patience,Out,In,1789=04=18,1789>04>18,00336291
Local,Local,26,Marans,Marennes,,Marie Magdeleine,Out,In,1789=03=11,1789>03>11,00336830
Local,Local,15,La Rochelle,Moricq,,Union d' Ars,Out,In,1789=07=09,1789>07>09,00340936
Local,France,27,Marennes,Rochefort,,Marie Ange,Out,In,1789=08=18,1789>08>18,00337194
Local,Local,9,La Rochelle,Soubise,,Francoise,Out,In,1789=10=13,1789>10>13,00340364
France,France,28,Noirmoutier,Nantes,,Janne Françoise,Out,In,1789=04=10,1789>04>10,00337543
France,France,28,Noirmoutier,Nantes,,Janne Rosse,Out,In,1789=04=10,1789>04>10,00337544
France,France,20,Noirmoutier,Nantes,,Marianne,Out,In,1789=04=10,1789>04>10,00337546
France,France,25,Noirmoutier,Nantes,,Hirondelle,Out,In,1789=05=07,1789>05>07,00337574
France,France,28,Noirmoutier,Nantes,,Marie Suzanne,Out,In,1789=04=23,1789>04>23,00337558
France,France,30,Noirmoutier,Nantes,,Jeune Bonne Nouvelle,Out,In,1789=04=25,1789>04>25,00337561
France,France,28,Noirmoutier,Nantes,,Saint Esprit,Out,In,1789=04=25,1789>04>25,00337563
France,France,28,Noirmoutier,Nantes,,Sainte Anne,Out,In,1789=04=28,1789>04>28,00337566
France,France,28,Noirmoutier,Nantes,,Jeanne Françoise,Out,In,1789=04=28,1789>04>28,00337567
France,France,28,Noirmoutier,Nantes,,Sainte Barbe,Out,In,1789=05=07,1789>05>07,00337573
France,France,28,Noirmoutier,Nantes,,Sainte Anne,Out,In,1789=05=12,1789>05>12,00337592
France,France,28,Noirmoutier,Nantes,,Rosse Angelique,Out,In,1789=05=09,1789>05>09,00337587
France,France,28,Noirmoutier,Nantes,,Belle Poulle,Out,In,1789=05=09,1789>05>09,00337588
France,France,30,Noirmoutier,Nantes,,Jeanne Bonne nouvelle,Out,In,1789=05=09,1789>05>09,00337589
France,France,28,Noirmoutier,Nantes,,Marie Joseph,Out,In,1789=05=13,1789>05>13,00337595
France,France,38,Noirmoutier,Nantes,,Marie Magdelaine,Out,In,1789=05=27,1789>05>27,00337604
France,France,28,Noirmoutier,Nantes,,Jeanne Françoise,Out,In,1789=07=09,1789>07>09,00337621
